extracted_name,fixed_name,region,fixed,incorrect_or_ambiguous,country,stemmed_name
Säynetsalo,Säynätsalo,other,x,,,säynetsalo
Seesjärvellä,Seesjärvi,,x,,,seesjärv
Sei näjoki,Seinäjoki,,x,,,sei näjok
Seinäj,Seinäjoki,,x,,,seinäj
Seinäjoella,Seinäjoki,,x,,,seinäjoe
Seinäjoki,Seinäjoki,other,x,,,seinäjok
Seis,Seiskari,,x,,,seis
Seiskarfs,Seiskari,,x,,,seiskarfs
Seiskari,Seiskari,karelia,x,,,seiskar
Seiskari k,Seiskari,,x,,,seiskari k
Seiskaris,Seiskari,,x,,,seiskaris
SeiskarisSakari,Seiskari,,x,x,,seiskarissakar
Seiskarisso,Seiskari,,x,,,seiskariso
Sekaisissa,Sekaisissa,,,x,,sekais
Selskarissa,Seiskari,,x,,,selskar
Shermigofissa,Shermigof,,x,,,shermigof
Sidebyssä,Sideby,,x,,,sideby
Siestarinjoeila,Siestarinjoki,,x,,,siestarinjoeil
Sievi,Sievi,other,x,,,sievi
Sievissä,Sievi,,x,,,siev
Sii-pyy,Siiby,,x,,,sii-pyy
Siibyssä,Siiby,,x,,,siiby
Siikai nen,Siikainen,other,x,,,siikai n
Siikainen,Siikainen,,x,,,siikain
Siikaisissa,Siikainen,,x,,,siikais
Siikajoella,Siikajoki,,x,,,siikajoe
SimLeo,SimLeo,,,x,,simleo
Simola,Simola,other,x,,,simol
Simossa,Simo,,x,,,simo
Simpelaellä,Simpele,,x,,,simpelae
Simpele,Simpele,other,x,,,simpel
Simpele k,Simpele,,x,,,simpele k
Sip,Sip,,,x,,sip
Siperiassa,Siperia,other,x,,,siperia
Sippola Rouvan ensimmäisestä avioliitosta,Sippola Rouvan ensimmäisestä avioliitosta,,,x,,sippola rouvan ensimmäisestä avioliito
Sippolas,Sippola,,x,,,sippolas
Sippolassa,Sippola,,x,,,sippol
Sitikkala,Sitikkala,other,x,,,sitikkal
Siverskajassa,Siverskaja,,x,,,siverskaj
Skotlannissa,Skotlanti,other,x,,uk,skotlan
Slby,Siby,,x,,,slby
Snabbertunassa,Snappertuna,other,x,,,snabbertun
Snappertunassa,Snappertuna,,x,,,snappertun
So,So,,,x,,so
So mero,Somero,,x,,,so mero
So-merniemi,Somerniemi,,x,,,so-merniem
Soan,Soanlahti,karelia,x,,,soan
Soan-lahti,Soanlahti,,x,,,soan-laht
Soaniahdella,Soanlahti,,x,,,soaniahd
Soanlah,Soanlahti,,x,,,soanlah
Soanlah-ti,Soanlahti,,x,,,soanlah-t
Soanlahdefla,Soanlahti,,x,,,soanlahdefl
Soanlahdel,Soanlahti,,x,,,soanlahdel
Soanlahdella,Soanlahti,,x,,,soanlahd
SoanlahdeMa,Soanlahti,,x,,,soanlahdem
Soanlahti,Soanlahti,,x,,,soanlaht
Soanlahtlella,Soanlahti,,x,,,soanlahtl
Soantahdella,Soanlahti,,x,,,soantahd
Sodan kylä,Sodankylä,,x,,,sodan kyl
Sodanlahdella,Soanlahti,,x,,,sodanlahd
sodassa,sodassa,,,x,,soda
Soikkoiassa,Soikkola,,x,,,soikoia
Soinissa,Soini,,x,,,soin
SokkijarNyman,SokkijarNyman,,,x,,sokkijarnym
Sökkijärvellä,Säkkijärvi,,x,,,sökkijärv
Some-ro,Somero,other,x,,,some-ro
Somer-niemi,Somerniemi,,x,,,somer-niem
Somero,Somero,,,,,somero
Somero Rouvah edellisestä avioliitosta,Somero,,x,x,,somero rouvah edellisestä avioliito
Somerol,Somero,,x,,,somerol
Son kajärvi,Sonkajärvi,other,x,,,son kajärv
Soni,Soni,,,x,,soni
Sonka järvi,Sonkajärvi,,x,,,sonka järv
Sor tavala,Sortavala,,x,,,sor taval
Sorsakoski Toisesta avioliitosta,Sorsakoski,,x,x,,sorsakoski toisesta avioliito
Sort,Sortavala,karelia,x,,,sort
Sorta,Sortavala,,x,,,sor
Sorta valan mlk,Sortavalan mlk,,x,,,sorta valan mlk
Sorta-valan mlk,Sortavalan mlk,,x,,,sorta-valan mlk
Sortava la,Sortavala,,x,,,sortava l
Sortava lan mlk,Sortavalan mlk,,x,,,sortava lan mlk
Sortavala,Sortavala,,x,,,sortaval
Sortavala k,Sortavala,,x,,,sortavala k
Sortavala mlk,Sortavalan mlk,,x,,,sortavala mlk
Sortavala Rouvan ensimmäisestä avioliitosta,Sortavala,,x,x,,sortavala rouvan ensimmäisestä avioliito
Sortavalan mlk,Sortavalan mlk,,x,,,sortavalan mlk
Sortavalan mlk Rouvan ensimmäisestä avioliitosta,Sortavalan mlk,,x,x,,sortavalan mlk rouvan ensimmäisestä avioliito
Sortavalanmikiss,Sortavala,,x,,,sortavalanmikis
Sortavalanml,Sortavala,,x,,,sortavalanml
Sortavalanmtlcs,Sortavala,,x,,,sortavalanmtlcs
Sortavalantulki,Sortavala,,x,,,sortavalantulk
SortavalaPuol,Sortavala,,x,,,sortavalapuol
Sortavalas,Sortavala,,x,,,sortavalas
SortavalassaAsui,Sortavala,,x,,,sortavalassaasui
SortavalassaPuol,Sortavala,,x,,,sortavalassapuol
SortavalasToivo,Sortavala,,x,x,,sortavalastoivo
Sortavlan mlk,Sortavalan mlk,,x,,,sortavlan mlk
Sortayalassa,Sortavala,,x,,,sortayal
Sortvala,Sortavala,,x,,,sortval
Sotkamo,Sotkamo,other,x,,,sotkamo
Souvosae,Souvosae,,,x,,souvosae
Spankovassa,Spankkova,other,x,,Russia (inkeri),spankov
Sprtavalan mlk,Sortavalan mlk,,x,,,sprtavalan mlk
Stambovissa,Tambov,other,x,,russia,stambov
Strelnassa,Strelna,karelia,x,,,streln
Su,Su,,,x,,su
Suis,Suis,,,x,,suis
Suis tamo,Suistamo,karelia,x,,,suis tamo
Suis-tamo,Suistamo,,x,,,suis-tamo
Suista-mo,Suistamo,,x,,,suista-mo
Suistamassa,Suistamo,,x,,,suistam
Suistamo,Suistamo,,x,,,suistamo
Suistamo k,Suistamo,,x,,,suistamo k
Suistamoila,Suistamo,,x,,,suistamoil
Suistamol,Suistamo,,x,,,suistamol
SuistamollaAsuinp,Suistamo,,x,x,,suistamollaasuinp
Suistamos,Suistamo,,x,,,suistamos
Suistamosso,Suistamo,,x,,,suistamoso
Suistaneessa,Suistane,,x,,,suistan
Sulka,Sulkava,,x,,,sulk
Sulka va,Sulkava,,x,,,sulka v
Sulkava Toisesta,Sulkava,,x,x,,sulkava tois
Sumiaisissa,Sumiainen,,x,,,sumiais
Summa,Summa,,,,,sum
Sundeossa,Sundeo,,x,,,sundeo
Sunilassa,Sunila,,x,,,sunil
Suo,Suo,,,x,,suo
Suo denniemi,Suodenniemi,,x,,,suo denniem
Suo järvi,Suojärvi,,x,,,suo järv
Suo nanioki Rouvan I avioliitosta,Suonenjoki,,x,x,,suo nanioki rouvan i avioliito
Suo nenjoki,Suonenjoki,,x,,,suo nenjok
Suo-järvi,Suojärvi,,x,,,suo-järv
Suo-niemi,Suoniemi,,x,,,suo-niem
Suodennie,Suodennie,,,x,,suodenie
Suoj,Suoj,,,x,,suoj
Suojä,Suojärvi,karelia,x,,,suojä
Suojanvellä,Suojärvi,,x,,,suojanv
Suojär,Suojärvi,,x,,,suojär
Suojär-vi,Suojärvi,,x,,,suojär-v
SuojärJoonas,Suojärvi,,x,x,,suojärjoonas
SuojärveHä,Suojärvi,,x,,,suojärveh
Suojärveilä,Suojärvi,,x,,,suojärveil
SuojärveJIä,Suojärvi,,x,,,suojärvej
Suojärvel,Suojärvi,,x,,,suojärvel
SuojärvelläPuol,Suojärvi,,x,x,,suojärvelläpuol
Suojärvellö,Suojärvi,,x,,,suojärvelö
Suojärvi,Suojärvi,,x,,,suojärv
Suojärvi k,Suojärvi,,x,,,suojärvi k
Suojärvollä,Suojärvi,,x,,,suojärvo
Suojärvsllä,Suojärvi,,x,,,suojärvs
Suojäryellä,Suojärvi,,x,,,suojärye
Suojatuella,Suojatuella,,,x,,suojatue
Suojoella,Suojoki,,x,,,suojoe
Suolahdella,Suolahti,,x,,,suolahd
Suolahti,Suolahti,other,x,,,suolaht
Suome,Suome,,,x,,suome
Suomenniemell,Suomenniemi,,x,,,suomenniemel
Suomusjärveliä,Suomusjärvi,other,x,,,suomusjärvel
Suomusjarvella,Suomusjärvi,,x,,,suomusjarv
Suomusjärvi,Suomusjärvi,other,x,,,suomusjärv
Suomussal mi,Suomussalmi,,x,,,suomussal m
Suomussalmell,Suomussalmi,,x,,,suomussalmel
Suonen joki,Suonenjoki,,x,,,suonen jok
Suonenjo ki,Suonenjoki,,x,,,suonenjo k
Suonenjoella,Suonenjoki,,x,,,suonenjoe
Suonjoella,Suonenjoki,,x,,,suonjoe
suorittaessaan asevelvollisuuttaan,suorittaessaan asevelvollisuuttaan,,,x,,suorittaessaan asevelvollisuut
Suur-saari,Suursaari,,x,,,suur-saar
Suurmäellä,Suurmäki,,x,,,suurmäe
SuurMiehikkäläss,SuurMiehikkäläss,,,x,,suurmiehikkäläs
Suurpe-ro,Suurpe-ro,,,x,,suurpe-ro
Suursaa,Suursaari,,x,,,suurs
Suursaaressa,Suursaari,,x,,,suursaar
SuursaaressaAsui,Suursaari,,x,,,suursaaressaasui
SuursaaressaPuol,Suursaari,,x,,,suursaaressapuol
Suvi-lahdella,Suvilahti,,x,,,suvi-lahd
Sveitsissä,Sveitsi,,x,,switzerland,sveits
Syn tyneet Lappeenrannassa,Lappeenranta,,x,x,,syn tyneet lappeenran
Syn tyneet Raisälässä,Räisälä,,x,x,,syn tyneet raisäl
Syn tyneot Kinnulassa,Kinnula,,x,x,,syn tyneot kinnul
Synty neet Jaakkimassa,Jaakkima,,x,x,,synty neet jaakkim
Synty neet Kuusankoskella,Kuusankoski,,x,x,,synty neet kuusankosk
Synty neet Pälkjärvellä,Pälkjärvi,,x,x,,synty neet pälkjärv
Synty neet Pyhäjärvellä,Pyhäjärvi,,x,x,,synty neet pyhäjärv
Synty neet Uukuniemellä,Uukuniemi,,x,x,,synty neet uukuniem
Synty neet Vahvialassa,Vahviala,,x,x,,synty neet vahvial
Synty neet Valkjärvellä,Valkjärvi,,x,x,,synty neet valkjärv
Syntynuet Tampereella,Tampere,,x,x,,syntynuet tamper
syntynyt Kaarinassa,Kaarina,,x,x,,syntynyt kaarin
Sysimässä,Sysimässä,,,x,,sysim
Sysinä,Sysinä,,,x,,sys
Syskyjärvi,Syskyjärvi,karelia,x,,,syskyjärv
Sysmässö,Sysmä,,x,,,sysmäsö
Sysmö,Sysmä,,x,,,sysmö
Sysrnassä,Sysmä,,x,,,sysrn
Syväri,Syväri,karelia,x,,,syvär
Taa-lintehdas,Taalintehdas,other,x,,,taa-lintehdas
Taalintehtaalla,Taalintehdas,,x,,,taalinteht
Tai,Tai,,,x,,tai
Tai-nionkoski,Tainionkoski,,x,,,tai-nionkosk
Tainion-koski,Tainionkoski,,x,,,tainion-kosk
Tainionkoskella,Tainionkoski,,x,,,tainionkosk
Tainionkosketla,Tainionkoski,,x,,,tainionkosketl
Taipal,Taipalsaari,other,x,,,taipal
Taipalsaa,Taipalsaari,,x,,,taipals
Taipalsaarell,Taipalsaari,,x,,,taipalsaarel
Taipalsaari,Taipalsaari,,x,,,taipalsaar
Tallinna,Tallinna,other,x,,estonia,tallin
Talvikoski,Talvikoski,,x,,,talvikosk
Tam,Tam,,,x,,tam
Tam pere,Tampere,,x,,,tam per
Tam-misaari,Tammisaari,,x,,,tam-misaar
TamDere,Tampere,,x,,,tamder
Tamme-la,Tammela,,x,,,tamme-l
Tammelasssa,Tammela,,x,,,tammelas
Tammisaaren mlk,Tammisaaren mlk,,x,,,tammisaaren mlk
Tammisaares,Tammisaari,,x,,,tammisaares
Tammisuo,Tammisuo,,x,,,tammisuo
Tampe,Tampere,,x,,,tamp
Tampe re,Tampere,,x,,,tampe r
Tampe-re,Tampere,,x,,,tampe-r
Tampere Edellisestä avioliitosta,Tampere,,x,x,,tampere edellisestä avioliito
Tampere Rouvan ensimmäisestä avioliitosta,Tampere,,x,x,,tampere rouvan ensimmäisestä avioliito
Tampereel,Tampere,,x,,,tampereel
Tamrackissa,Tamrackissa,,,x,,tamrack
tapaturmaisesti,tapaturmaisesti,,,x,,tapaturmais
Tar,Tar,,,x,,tar
Tarvas,Tarvasjoki,,x,,,tarvas
Tarvasjo-ki,Tarvasjoki,,x,,,tarvasjo-k
Tarvosjoella,Tarvasjoki,,x,,,tarvosjoe
Te,Te,,,x,,te
Te-hola,Tehola,,x,,,te-hol
Tee-kerpyy,Teekerpyy,,x,,,tee-kerpyy
Teerijärvel,Teerijärvi,,x,,,teerijärvel
Tehola,Tehola,,x,,,tehol
Teholammella,Teholampi,,x,,,teholam
Teiijoki,Terijoki,,x,,,teiijok
Teikarissa,Teikari,,x,,,teikar
Teikarsaari,Teikarsaari,karelia,x,,,teikarsaar
Temmeksessä,Temmes,other,x,,,temmeks
Tenalassa,Tenala,other,x,,,tenal
Tenholassa,Tenhola,other,x,,,tenhol
Tenkalahti k,Tenkalahti,karelia,x,,,tenkalahti k
Teri,Terijoki,karelia,x,,,teri
Teri joki,Terijoki,,x,,,teri jok
Terijo,Terijoki,,x,,,terij
Terijo-ki,Terijoki,,x,,,terijo-k
Terijoel,Terijoki,,x,,,terijoel
Terijoella,Terijoki,,x,,,terijoe
Terijöella,Terijoki,,x,,,terijöe
TerijoellaPuol,Terijoki,,x,x,,terijoellapuol
Terijoki,Terijoki,,x,,,terijok
Terijoki Ensimmäisestä avioliitosta,Terijoki,,x,x,,terijoki ensimmäisestä avioliito
Terijoki k,Terijoki,,x,,,terijoki k
Terijooella,Terijoki,,x,,,terijooe
Terva-joki,Tervajoki,other,x,,,terva-jok
Tervaj,Tervaj,,,x,,tervaj
Tervajärvellä,Tervajärvi,karelia,x,,,tervajärv
Tervajoella,Tervajoki,other,x,,,tervajoe
Tervajoki,Tervajoki,,x,,,tervajok
Tervola,Tervola,other,x,,,tervol
Teuolassa,Teuolassa,,,x,,teuola
Teuvo,Teuvo,,,x,,teuvo
Tienhaara,Tienhaara,karelia,x,,,tienhaar
Tikkakoski k,Tikkakoski,other,x,,,tikkakoski k
Tikkalassa,Tikkala,other,x,,,tikkal
Tiukassa,Tiukka,other,x,,,tiuka
Tiuruniemi,Tiuruniemi,other,x,,,tiuruniem
Tl,Tl,,,x,,tl
To,To,,,x,,to
Tohajärvi,Tohmajärvi,other,x,,,tohajärv
Tohm,Tohmajärvi,,x,,,tohm
Tohmajär,Tohmajärvi,,x,,,tohmajär
Tohmajärvel,Tohmajärvi,,x,,,tohmajärvel
TohmajärvelJä,Tohmajärvi,,x,,,tohmajärvelj
Tohmajärvella,Tohmajärvi,,x,,,tohmajärv
Tohmajärvellö,Tohmajärvi,,x,,,tohmajärvelö
Tohmajärvollä,Tohmajärvi,,x,,,tohmajärvo
Tohnnajärvellä,Tohmajärvi,,x,,,tohnnajärv
Toholammella,Toholampi,other,x,,,toholam
Tohrnajärvellä,Tohmajärvi,,x,,,tohrnajärv
Toi jala,Toijala,other,x,,,toi jal
Toivolassa,Toivola,karelia,x,,,toivol
Toksevassa,Toksova,karelia,x,,,toksev
Tolkkisissa,Tolkkinen,other,x,,,tolkkis
Tolvajärvellä,Tolvajärvi,karelia,x,,,tolvajärv
Torijo-ki,Terijoki,karelia,x,,,torijo-k
Töy-sä,Töysä,other,x,,,töy-s
Tsekkoslovakiassa,Tsekkoslovakia,other,x,,Czechoslovakia,tsekkoslovakia
Tu,Tu,,,x,,tu
tukseen,tukseen,,,x,,tuks
Tulemajärvellä,Tulemajärvi,karelia,x,,,tulemajärv
Tulomajoel-la,Tulomajoki,other,x,,Russia,tulomajoel-l
Tuoko-lahti,Ruokolahti,other,x,,,tuoko-laht
Tuprovassa,Tuprova,other,x,,Russia,tuprov
Tur ku,Turku,other,x,,,tur ku
Turengissa,Turenki,other,x,,,tureng
Turgssa,Turku,other,x,,,turg
Turkistanissa,Turkistan,other,x,,Turkistan,turkistan
Turku,Turku,,x,,,turku
Turku k,Turku,,x,,,turku k
Turku rouvan aikaisemmasta avioliitosta,Turku,,x,x,,turku rouvan aikaisemmasta avioliito
Turku Rouvan ensimmäisestä avioliitosta,Turku,,x,x,,turku rouvan ensimmäisestä avioliito
Turuss,Turku,,x,,,turus
Turvissa,Turku,,x,,,turv
Tuu los,Tuulos ,other,x,,,tuu los
Tuu sula,Tuusula  ,other,x,,,tuu sul
Tuulaläänissä,Tuulalääni,,x,x,,tuulalään
Tuulassa,Tuula ,,x,x,,tuula
Tuuloksessa,Tuulos  ,other,x,,,tuuloks
Tuulosjoella,Tuulosjoki ,karelia ,x,,,tuulosjoe
Tuupovaa,Tuupovaara,other,x,,,tuupov
Tuupovaara,Tuupovaara,,x,,,tuupovaar
Tuusni,Tuusniemi,other,x,,,tuus
Tuusniemessä,Tuusniemi,,x,,,tuusniem
Tuusula Syntynyt rouvan ensimmäisestä avioliitosta,Tuusula  ,other,x,x,,tuusula syntynyt rouvan ensimmäisestä avioliito
Tuutari,Tuutari,other,x,,Russia (Inkeri),tuutar
Tveden,Tveden,other,x,,Russia  ,tvede
Tvrvää,Tyrvää  ,other,x,,,tvrvää
Tyr-vää,Tyrvää  ,,x,,,tyr-v
Tyr-väntö,Tyrväntö,other,x,,,tyr-väntö
Tyrässä,Tyrä,,x,x,,tyrä
Tyrvää k,Tyrvää  ,,x,,,tyrvää k
Tyrvännölla,Tyrväntö,,x,,,tyrvänö
Tyrvannössä,Tyrväntö,,x,,,tyrvanö
Tytär,Tytär,,,x,,tytär
Tytär-saari,Tytärsaari,karelia,x,,,tytär-saar
Udelajassa,Udelaja ,,x,x,,udelaj
Uhtualla,Uhtua,other,x,,Russia Vienan Karjala,uhtua
UI,UI,,,x,,ui
UI vila,Ulvila ,other,x,,,ui vil
Ukraina,Ukraina,Other,x,,Ukraine,ukr
Ukrainassa,Ukraina,,x,,,ukrain
Ulasoorissa,Ulasoori,,x,x,,ulasoor
Ulvi-Veikko Kaukonenla,Ulvi-Veikko Kaukonenla,,,x,,ulvi-veikko kaukonenl
Ulvilas,Ulvila ,,x,,,ulvilas
Untolassa,Untola,,,x,,untol
Ur jala,Urjala,other,x,,,ur jal
Ur-jala,Urjala,,x,,,ur-jal
Uraalissa,Uraali,,x,,Venäjä,uraal
Uralilla,Urali,,x,,Venäjä,ural
Urja la,Urjala,,x,,,urja l
Urjala Asuipp,Urjala,,x,,,urjala asuip
Urjala k,Urjala,,x,,,urjala k
Urjalass,Urjala,,x,,,urjalas
Us,Us,,,x,,us
Uskealassa,Uskela ,other,x,,,uskeal
Uskelassa,Uskela ,,x,,,uskel
Uskels,Uskela ,,x,,,uskels
Uskilassa,Uskila ,other,x,,,uskil
Utsjoella,Utsjjoki,other,x,,,utsjoe
Uu,Uu,,,x,,uu
Uu kuniemi,Uukiniemi,karelia,x,,,uu kuniem
Uu raa,Uuraa,karelia,x,,,uu r
Uu sikirkko,Uusikirkko,karelia,x,,,uu sikirko
Uu-raa,Uuraa,,x,,,uu-r
Uu-raksessa,Uuras,karelia,x,,,uu-raks
Uu-sikäupunki,Uusikaupunki,other,x,,,uu-sikäupunk
Uu-sikirkko,Uusikirkko,,x,,,uu-sikirko
Uu-stkirkko,Uusikirkko,,x,,,uu-stkirko
Uud,Uud,,,x,,uud
Uudel,Uusikirkko,,x,,,uudel
Uudeljakirkolla,Uusikirkko,,x,,,uudeljakirko
Uudellak,Uusikirkko,,x,,,uudellak
Uudellakin,Uusikirkko,,x,,,uude
Uudellakir,Uusikirkko,,x,,,uudellakir
Uudellakirk,Uusikirkko,,x,,,uudellakirk
Uudellakirkoll,Uusikirkko,,x,,,uudellakirkol
Uudellakirkolla,Uusikirkko,,x,,,uudellakirko
UudellakirkollaP,Uusikirkko,,x,,,uudellakirkollap
UudellakirkollaPuol,Uusikirkko,,x,x,,uudellakirkollapuol
Uudellakirkplla,Uusikirkko,,x,,,uudellakirkp
Uudellakirkqlla,Uusikirkko,,x,,,uudellakirkq
Uudellakitkollo,Uusikirkko,,x,,,uudellakitkolo
Uudellsklr,Uusikirkko,,x,,,uudellsklr
Uudenkaupungin,Uudenkaupungin mlk,,x,,,uudenkaupung
Uudenkirkon,Uusikirkko,,x,,,uudenkirko
Uudes,Uudes,,,x,,uudes
Uudessakaarlepyyss,Uusikaarlepyy,,x,,,uudessakaarlepyys
Uudessakaarlepyyssä,Uusikaarlepyy,,x,,,uudessakaarlepyy
Uudessakau,Uusikaupunki,,x,,,uudessakau
Uudessakaupun,Uusikaupunki,,x,,,uudessakaupu
Uudessakaupungis,Uusikaupunki,,x,,,uudessakaupungis
Uudessakaupungissa,Uusikaupunki,,x,,,uudessakaupung
Uudessakyläss,Uusikylä,,x,x,,uudessakyläs
Uudessakylässä,Uusikylä,,x,x,,uudessakyl
Uudetlakirkolla,Uusikirkko,,x,,,uudetlakirko
Uudetlakirkölla,Uusikirkko,,x,,,uudetlakirkö
Uudollakir,Uusikirkko,,x,,,uudollakir
Uudollakirkolla,Uusikirkko,,x,,,uudollakirko
Uudollaklrkoh,Uusikirkko,,x,,,uudollaklrkoh
Uuk,Uuksu,karelia,x,,,uuk
Uuksussa,Uuksu,,x,,,uuksu
Uuku,Uukuniemi,karelia,x,,,uuku
Uukunie,Uukuniemi,,x,,,uukunie
Uukuniemeilä,Uukuniemi,,x,,,uukuniemeil
UukuniemelAarne,Uukuniemi,,x,,,uukuniemelaarn
Uukuniemeliä,Uukuniemi,,x,,,uukuniemel
Uukuniemi,Uukuniemi,,x,,,uukuniem
Uukuniemollä,Uukuniemi,,x,,,uukuniemo
Uukunieniellä,Uukuniemi,,x,,,uukunienie
Uukuniernellä,Uukuniemi,,x,,,uukuniern
Uukuniomellä,Uukuniemi,,x,,,uukuniom
Uumaja,Uumaja,other,x,,,uumaj
UuÖellakirkolla,Uusikirkko,,x,,,uuöellakirko
Uurainen,Uurainen,other,x,,,uurain
Uuraisilla,Uurainen,,x,,,uurais
Uuraksessa,Uuras,karelia,x,,,uuraks
Uuras,Uuras,,x,,,uuras
Uusfkirkko,Uusikirkko,,x,,,uusfkirko
Uusi kirkko,Uusikirkko,,x,,,uusi kirko
Uusi-kaupunki,Uusikaupunki,,x,x,,uusi-kaupunk
Uusi-kaupunki Rouvan aikaisemmasta avioliitosta,Uusikaupunki,,x,x,,uusi-kaupunki rouvan aikaisemmasta avioliito
Uusi-kirkko,Uusikirkko,,x,,,uusi-kirko
Uusi-ktrkko,Uusikirkko,,x,,,uusi-ktrko
Uusikaupunki,Uusikaupunki,,x,,,uusikaupunk
Uusikirk ko,Uusikirkko,,x,,,uusikirk ko
Uusikirk-ko,Uusikirkko,,x,,,uusikirk-ko
Uusikirkko,Uusikirkko,,x,,,uusikirko
Uusikirkko k,Uusikirkko,,x,,,uusikirkko k
Uusikirkko Lapset ovat rouvan ensimmäisestä avioliitosta,Uusikirkko,,x,x,,uusikirkko lapset ovat rouvan ensimmäisestä avioliito
Uusikylä,Uusikylä,,,x,,uusikyl
Uuusikirkko,Uusikirkko,,x,,,uuusikirko
v,v,,,x,,v
Va,Va,,,x,,va
Va naja,Vanaja,,x,x,,va naj
Vaa sa,Vaasa,other,x,,,vaa s
Vaalijoella,Vaalijoki,,x,x,,vaalijoe
Vaalimaa,Vaalimaa,other,x,,,vaalim
Väärä,Vääräkoski,other,x,,Russia (Vienan karjala),väärä
Vaas,Vaasa,,x,,,vaas
vaasa,Vaasa,,x,,,vaasa
Vaasa k,Vaasa,,x,,,vaasa k
Vabviala,Vahviala,karelia,x,,,vabvial
Väflsilässä,Värtsilä,karelia,x,,,väflsil
Vah,Vah,,,x,,vah
Vah viala,Vahviala,,x,,,vah vial
Vah-to,Vahto,,x,,,vah-to
Vah-viala,Vahviala,,x,,,vah-vial
Vähä kyrö,Vähäkyrö,other,x,,,vähä kyrö
Vähäky rö,Vähäkyrö,,x,,,vähäky rö
Vähäs,Vähäkyrö,,x,,,vähäs
Vähässäkyrössä,Vähäkyrö,,x,,,vähässäkyrö
Vahdossa,Vahto,other,x,,,vahdo
Vahkalahdella,Vehkalahti,other,x,,,vahkalahd
Vahvela,Vahviala,,x,,,vahvel
Vahvia,Vahviala,,x,,,vahv
Vahvia-la,Vahviala,,x,,,vahvia-l
Vahviala,Vahviala,,x,,,vahvial
Vahviala Rouvan aikaisemmasta avioliitosta,Vahviala,,x,x,,vahviala rouvan aikaisemmasta avioliito
Vahviälassa,Vahviala,,x,,,vahviäl
VahvialassaPuol,Vahviala,,x,,,vahvialassapuol
Vahvialasso,Vahviala,,x,,,vahvialaso
Vahvialasssa,Vahviala,,x,,,vahvialas
Vahviatas,Vahviala,,x,,,vahviatas
Vai,Vai,,,x,,vai
Vai keakoski,Valkeakoski,other,x,,,vai keakosk
Vai keasaari,Valkeasaari,karelia,x,,,vai keasaar
Vaikeasaaressa,Valkeasaari,,x,,,vaikeasaar
Vainikkalassa,Vainikkala,other,x,,,vainikkal
Vaiti mo,Valtimo,other,x,,,vaiti mo
Val,Val,,,x,,val
Val-keakoski,Valkeakoski,,x,,,val-keakosk
Val-keala,Valkeala ,,x,,,val-keal
Valamo,Valamo,karelia,x,,,valamo
Valasniekalla,Valasniekalla,other,x,,Russia (Inkeri),valasniek
Valjärvellä,Valkjärvi  ,karelia,x,,,valjärv
Valk-järvi,Valkjärvi  ,,x,,,valk-järv
Valke,Valke,,,x,,valk
Valkea koski,Valkeakoski,,x,,,valkea kosk
Valkea la,Valkeala ,,x,,,valkea l
Valkea-koski,Valkeakoski,,x,,,valkea-kosk
Valkeakos,Valkeakoski,,x,,,valkeakos
Valkeäkoski,Valkeakoski,,x,,,valkeäkosk
Valkealassa,Valkeala ,,x,,,valkeal
Valkeasaarella,Valkeasaari,,x,,,valkeasaar
Valkeasaaress,Valkeasaari,,x,,,valkeasaares
Valkeiilassa,Valkeala ,,x,,,valkeiil
Valkekoski,Valkekoski,,x,,,valkekosk
Valkj,Valkjärvi  ,,x,,,valkj
Valkjar,Valkjärvi  ,,x,,,valkjar
Valkjär,Valkjärvi  ,,x,,,valkjär
Valkjärvei,Valkjärvi  ,,x,,,valkjärvei
Valkjärvel,Valkjärvi  ,,x,,,valkjärvel
Valkjärvelfa,Valkjärvi  ,,x,,,valkjärvelf
ValKjärvellä,Valkjärvi  ,,x,,,valkjärv
ValkjärvelläPuol,Valkjärvi  ,,x,,,valkjärvelläpuol
Valkjärvi k,Valkjärvi  ,,x,,,valkjärvi k
Valkjärvöllä,Valkjärvi  ,,x,,,valkjärvö
Valkjävellä,Valkjärvi  ,,x,,,valkjäv
Valtimo,Valtimo,,x,,,valtimo
Vam pula,Vampula ,other,x,,,vam pul
Vam-mala,Vammala,other,x,,,vam-mal
Vammeljoella,Vammeljoki,karelia,x,,,vammeljoe
Vammeljoki,Vammeljoki,,x,,,vammeljok
Vammelsuu,Vammelsuu,karelia,x,,,vammelsu
Vampilla,Vampula,other,x,,,vamp
Vampu,Vampula,,x,,,vampu
Vampuiassa,Vampula,,x,,,vampuia
Vampulassa,Vampula,,x,,,vampul
Vana ja,Vanaja ,,x,x,,vana j
Vanha Vaasa,Vaasa,,x,,,vanha vaas
Varkaudessa,Varkaus,other,x,,,varkaud
Varkaus,Varkaus,,x,,,varkaus
Varkjärvellä,Valkjärvi  ,,x,,,varkjärv
Varpaisjärvefl,Varpaisjärvi,other,x,,,varpaisjärvefl
Varpaisjärvollä,Varpaisjärvi,,x,,,varpaisjärvo
Värtilä,Värtsilä,,x,,,värtil
Värtsilä,Värtsilä,,x,,,värtsil
Värtsilä k,Värtsilä,,x,,,värtsilä k
Vartsilässä,Värtsilä,,x,,,vartsil
Vatnuori,Vatnuori,other,x,,,vatnuor
Vchmaa,Vehmaa,other,x,,,vchmaa
Ve,Ve,,,x,,ve
